CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup,CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName,CountryOccurrence.CountryOccurrenceSubfield.formerlyBred,CountryOccurrence.CountryOccurrenceSubfield.origin,CountryOccurrence.CountryOccurrenceSubfield.presence,CountryOccurrence.CountryOccurrenceSubfield.seasonality,internal_taxon_id
NG,,,Native,Extant,Resident,59833
ET,,,Native,Extant,Resident,59833
CD,,,Native,Extant,Resident,59833
GN,,,Native,Extant,Resident,59833
GM,,,Native,Extant,Resident,59833
TZ,,,Native,Extant,Resident,59833
GH,,,Native,Extant,,59835
AO,,,Native,Extant,,59835
CM,,,Native,Extant,,59835
SL,,,Native,Extant,,59835
MZ,,,Native,Extant,,59835
MW,,,Native,Extant,,59835
KE,,,Native,Extant,,59835
ZW,,,Native,Extant,,59835
ZM,,,Native,Extant,,59835
BI,,,Origin Uncertain,Presence Uncertain,,59835
MG,,,Native,Extant,,59835
BF,,,Native,Extant,,59835
LR,,,Native,Extant,,59835
ZA,,,Native,Extant,,59835
BW,,,Native,Extant,,59835
TG,,,Native,Extant,,59835
SN,,,Native,Extant,,59835
UG,,,Native,Extant,,59835
GW,,,Native,Extant,,59835
CI,,,Native,Extant,,59835
NG,,,Native,Extant,,59835
ET,,,Native,Extant,,59835
GQ,,,Native,Extant,,59835
CD,,,Native,Extant,,59835
GN,,,Native,Extant,,59835
GM,,,Native,Extant,,59835
TZ,,,Native,Extant,,59835
NA,,,Native,Extant,,59835
GH,,,Native,Extant,Resident,59835
CM,,,Native,Extant,Resident,59835
AO,,,Native,Extant,Resident,59835
TZ,,,Native,Extant,Resident,59835
NA,,,Native,Extant,Resident,59835
GM,,,Native,Extant,Resident,59835
MW,,,Native,Extant,Resident,59835
KE,,,Native,Extant,Resident,59835
BJ,,,Native,Extant,Resident,59835
ZW,,,Native,Extant,Resident,59835
ZM,,,Native,Extant,Resident,59835
BI,,,Origin Uncertain,Presence Uncertain,,59835
MG,,,Native,Extant,Resident,59835
BF,,,Native,Extant,Resident,59835
LR,,,Native,Extant,Resident,59835
GA,,,Native,Extant,Resident,59835
ZA,,,Native,Extant,Resident,59835
BW,,,Native,Extant,Resident,59835
TG,,,Native,Extant,Resident,59835
MZ,,,Native,Extant,Resident,59835
SL,,,Native,Extant,Resident,59835
SN,,,Native,Extant,Resident,59835
GW,,,Native,Extant,Resident,59835
UG,,,Native,Extant,Resident,59835
CI,,,Native,Extant,Resident,59835
NG,,,Native,Extant,Resident,59835
CG,,,Native,Presence Uncertain,,59835
ET,,,Native,Extant,Resident,59835
GQ,,,Native,Extant,Resident,59835
CD,,,Native,Extant,Resident,59835
GN,,,Native,Extant,Resident,59835
AO,,,Native,Extant,,59845
TZ,,,Native,Extant,,59845
ZW,,,Native,Extant,,59845
CD,,,Native,Extant,,59845
ZM,,,Native,Extant,,59845
MZ,,,Native,Extant,,59845
MW,,,Native,Extant,,59845
ZA,,,Native,Extant,,59845
CG,,,Native,Extant,,59845
NG,,,Origin Uncertain,Presence Uncertain,,59845
AO,,,Native,Extant,Resident,59845
TZ,,,Native,Extant,Resident,59845
ZW,,,Native,Extant,Resident,59845
CD,,,Native,Extant,Resident,59845
ZM,,,Native,Extant,Resident,59845
MZ,,,Native,Extant,Resident,59845
ZA,,,Native,Extant,Resident,59845
MW,,,Native,Extant,Resident,59845
CG,,,Native,Extant,Resident,59845
NG,,,Origin Uncertain,Presence Uncertain,,59845
ZW,,,Native,Extant,Resident,59854
MZ,,,Native,Extant,Resident,59854
ZA,,,Native,Extant,Resident,59854
MW,,,Native,Extant,Resident,59854
ZW,,,Native,Extant,,59854
MZ,,,Native,Extant,,59854
ZA,,,Native,Extant,,59854
MW,,,Native,Extant,,59854
BW,,,Origin Uncertain,Presence Uncertain,,59854
MW,,,Native,Extant,,59856
ZA,,,Native,Extant,,59856
MZ,,,Native,Extant,,59856
UG,,,Native,Extant,,59856
CG,,,Native,Extant,,59856
BI,,,Origin Uncertain,Presence Uncertain,,59856
ZM,,,Native,Extant,,59856
CD,,,Native,Extant,,59856
ZW,,,Native,Extant,,59856
TZ,,,Native,Extant,,59856
NA,,,Native,Extant,,59856
AO,,,Native,Extant,,59856
KE,,,Native,Extant,,59856
KE,,,Native,Extant,Resident,59856
ZA,,,Native,Extant,Resident,59856
MW,,,Native,Extant,Resident,59856
MZ,,,Native,Extant,Resident,59856
UG,,,Native,Extant,Resident,59856
BI,,,Origin Uncertain,Presence Uncertain,,59856
ET,,,Native,Presence Uncertain,,59856
ZM,,,Native,Extant,Resident,59856
CD,,,Native,Extant,Resident,59856
ZW,,,Native,Extant,Resident,59856
NA,,,Native,Extant,Resident,59856
TZ,,,Native,Extant,Resident,59856
AO,,,Native,Extant,Resident,59856
SS,,,Native,Presence Uncertain,,59856
NE,,,Native,Extant,,59858
GH,,,Native,Extant,,59858
AO,,,Native,Extant,,59858
SL,,,Native,Extant,,59858
MZ,,,Native,Extant,,59858
MW,,,Native,Extant,,59858
SD,,,Native,Extant,,59858
KE,,,Native,Extant,,59858
ZW,,,Native,Extant,,59858
ZM,,,Native,Extant,,59858
BI,,,Origin Uncertain,Presence Uncertain,,59858
MG,,,Native,Extant,,59858
BF,,,Native,Extant,,59858
LR,,,Native,Extant,,59858
BW,,,Native,Extant,,59858
TG,,,Native,Extant,,59858
SN,,,Native,Extant,,59858
UG,,,Native,Extant,,59858
CI,,,Native,Extant,,59858
NG,,,Native,Extant,,59858
CG,,,Native,Extant,,59858
GQ,,,Native,Extant,,59858
CD,,,Native,Extant,,59858
GN,,,Native,Extant,,59858
GM,,,Native,Extant,,59858
TZ,,,Native,Extant,,59858
NA,,,Native,Extant,,59858
CM,,,Native,Extant,,59858
NE,,,Native,Extant,Resident,59858
GH,,,Native,Extant,Resident,59858
CM,,,Native,Extant,Resident,59858
AO,,,Native,Extant,Resident,59858
NA,,,Native,Extant,Resident,59858
TZ,,,Native,Extant,Resident,59858
MZ,,,Native,Extant,Resident,59858
MW,,,Native,Extant,Resident,59858
SD,,,Native,Extant,Resident,59858
KE,,,Native,Extant,Resident,59858
BJ,,,Native,Extant,Resident,59858
ZW,,,Native,Extant,Resident,59858
ZM,,,Native,Extant,Resident,59858
BI,,,Origin Uncertain,Presence Uncertain,,59858
MG,,,Native,Extant,Resident,59858
BF,,,Native,Extant,Resident,59858
LR,,,Native,Extant,Resident,59858
TG,,,Native,Extant,Resident,59858
BW,,,Native,Extant,Resident,59858
SL,,,Native,Extant,Resident,59858
SN,,,Native,Extant,Resident,59858
GW,,,Native,Extant,Resident,59858
UG,,,Native,Extant,Resident,59858
CI,,,Native,Extant,Resident,59858
NG,,,Native,Extant,Resident,59858
CG,,,Native,Extant,Resident,59858
CF,,,Native,Presence Uncertain,,59858
GQ,,,Native,Extant,Resident,59858
CD,,,Native,Extant,Resident,59858
GN,,,Native,Extant,Resident,59858
GM,,,Native,Presence Uncertain,,59858
SS,,,Native,Extant,Resident,59858
GH,,,Native,Extant,,59876
KE,,,Native,Extant,,59876
TZ,,,Native,Extant,,59876
NA,,,Native,Extant,,59876
GN,,,Native,Extant,,59876
SD,,,Native,Extant,,59876
MW,,,Native,Extant,,59876
ZA,,,Native,Extant,,59876
SL,,,Native,Extant,,59876
LR,,,Native,Extant,,59876
SO,,,Native,Extant,,59876
UG,,,Native,Extant,,59876
CI,,,Native,Extant,,59876
NG,,,Native,Extant,,59876
BI,,,Native,Extant,,59876
ZM,,,Native,Extant,,59876
CD,,,Native,Extant,,59876
ZW,,,Native,Extant,,59876
GH,,,Native,Extant,Resident,59876
KE,,,Native,Extant,Resident,59876
BJ,,,Native,Extant,Resident,59876
NA,,,Native,Extant,Resident,59876
TZ,,,Native,Extant,Resident,59876
ZW,,,Native,Extant,Resident,59876
GN,,,Native,Extant,Resident,59876
CD,,,Native,Extant,Resident,59876
BW,,,Native,Presence Uncertain,,59876
MW,,,Native,Extant,Resident,59876
ZA,,,Native,Extant,Resident,59876
LR,,,Native,Extant,Resident,59876
SO,,,Native,Extant,Resident,59876
GW,,,Native,Extant,Resident,59876
UG,,,Native,Extant,Resident,59876
CI,,,Native,Extant,Resident,59876
NG,,,Native,Extant,Resident,59876
BI,,,Native,Extant,Resident,59876
ET,,,Native,Presence Uncertain,,59876
ZM,,,Native,Extant,Resident,59876
SS,,,Native,Presence Uncertain,,59876
KE,,,Native,Extant,Resident,59879
TZ,,,Native,Extant,Resident,59879
MZ,,,Native,Extant,Resident,59879
MW,,,Native,Extant,Resident,59879
ZA,,,Native,Extant,Resident,59879
NAT-OO,,,Native,Extant,,59879
KE,,,Native,Extant,,59879
TZ,,,Native,Extant,,59879
MZ,,,Native,Extant,,59879
ZA,,,Native,Extant,,59879
MW,,,Native,Extant,,59879
BW,,,Native,Extant,,59881
MW,,,Native,Extant,,59881
ZA,,,Native,Extant,,59881
MZ,,,Native,Extant,,59881
UG,,,Native,Extant,,59881
BF,,,Origin Uncertain,Presence Uncertain,,59881
BI,,,Native,Extant,,59881
ET,,,Native,Extant,,59881
CF,,,Native,Extant,,59881
ZM,,,Native,Extant,,59881
CD,,,Native,Extant,,59881
TZ,,,Native,Extant,,59881
KE,,,Native,Extant,,59881
KE,,,Native,Extant,Resident,59881
BW,,,Native,Extant,Resident,59881
MW,,,Native,Extant,Resident,59881
ZA,,,Native,Extant,Resident,59881
MZ,,,Native,Extant,Resident,59881
UG,,,Native,Extant,Resident,59881
BI,,,Native,Presence Uncertain,,59881
ET,,,Native,Extant,Resident,59881
ZM,,,Native,Extant,Resident,59881
CD,,,Native,Extant,Resident,59881
ZW,,,Native,Extant,Resident,59881
TZ,,,Native,Extant,Resident,59881
NA,,,Native,Presence Uncertain,,59881
SS,,,Native,Presence Uncertain,,59881
GH,,,Native,Extant,Resident,59964
AO,,,Native,Extant,Resident,59964
CM,,,Native,Extant,Resident,59964
NA,,,Native,Extant,Resident,59964
TZ,,,Native,Extant,Resident,59964
MZ,,,Native,Extant,Resident,59964
MW,,,Native,Extant,Resident,59964
KE,,,Native,Extant,Resident,59964
BJ,,,Native,Extant,Resident,59964
ZW,,,Native,Extant,Resident,59964
ZM,,,Native,Extant,Resident,59964
ML,,,Native,Extant,Resident,59964
ST,,,Native,Extant,Resident,59964
BI,,,Native,Presence Uncertain,,59964
LR,,,Native,Extant,Resident,59964
BW,,,Native,Extant,Resident,59964
TG,,,Native,Extant,Resident,59964
SL,,,Native,Extant,Resident,59964
MR,,,Native,Presence Uncertain,,59964
UG,,,Native,Extant,Resident,59964
CI,,,Native,Extant,Resident,59964
NG,,,Native,Extant,Resident,59964
CG,,,Native,Extant,Resident,59964
ET,,,Native,Presence Uncertain,,59964
GQ,,,Native,Extant,Resident,59964
CF,,,Native,Extant,Resident,59964
CD,,,Native,Extant,Resident,59964
GN,,,Native,Extant,Resident,59964
GM,,,Native,Extant,Resident,59964
SS,,,Native,Presence Uncertain,,59964
GH,,,Native,Extant,,59964
CM,,,Native,Extant,,59964
SL,,,Native,Extant,,59964
MZ,,,Native,Extant,,59964
MW,,,Native,Extant,,59964
SD,,,Native,Extant,,59964
KE,,,Native,Extant,,59964
BJ,,,Native,Extant,,59964
ZW,,,Native,Extant,,59964
ZM,,,Native,Extant,,59964
ML,,,Native,Extant,,59964
ST,,,Native,Extant,,59964
LR,,,Native,Extant,,59964
BW,,,Native,Extant,,59964
TG,,,Native,Extant,,59964
UG,,,Native,Extant,,59964
CI,,,Native,Extant,,59964
NG,,,Native,Extant,,59964
CG,,,Native,Extant,,59964
GQ,,,Native,Extant,,59964
CF,,,Native,Extant,,59964
CD,,,Native,Extant,,59964
GN,,,Native,Extant,,59964
GM,,,Native,Extant,,59964
NA,,,Native,Extant,,59964
TZ,,,Native,Extant,,59964
AO,,,Native,Extant,,59964
KE,,,Native,Extant,Resident,59900
BJ,,,Native,Extant,Resident,59900
CM,,,Native,Extant,Resident,59900
TZ,,,Native,Extant,Resident,59900
ZW,,,Native,Extant,Resident,59900
CD,,,Native,Presence Uncertain,,59900
ZM,,,Native,Extant,Resident,59900
SD,,,Native,Extant,Resident,59900
MW,,,Native,Extant,Resident,59900
ZA,,,Native,Extant,Resident,59900
MZ,,,Native,Extant,Resident,59900
SN,,,Native,Presence Uncertain,,59900
NAT-OO,,,Native,Extant,Resident,59900
UG,,,Native,Extant,Resident,59900
CI,,,Native,Extant,Resident,59900
NG,,,Native,Extant,Resident,59900
CG,,,Native,Presence Uncertain,,59900
BI,,,Native,Presence Uncertain,,59900
ET,,,Native,Presence Uncertain,,59900
CF,,,Native,Presence Uncertain,,59900
SS,,,Native,Extant,Resident,59900
UG,,,Native,Extant,,59900
KE,,,Native,Extant,,59900
BJ,,,Native,Extant,,59900
TZ,,,Native,Presence Uncertain,,59900
ZW,,,Native,Extant,,59900
ZM,,,Native,Extant,,59900
MZ,,,Native,Extant,,59900
ZA,,,Native,Extant,,59900
MW,,,Native,Extant,,59900
NG,,,Native,Extant,,59900
SD,,,Native,Extant,,59900
CI,,,Native,Extant,,59900
KE,,,Native,Extant,,59968
AO,,,Native,Extant,,59968
NA,,,Native,Extant,,59968
TZ,,,Native,Extant,,59968
SD,,,Native,Extant,,59968
BW,,,Native,Extant,,59968
ZA,,,Native,Extant,,59968
MW,,,Native,Extant,,59968
MZ,,,Native,Extant,,59968
UG,,,Native,Extant,,59968
CI,,,Native,Extant,,59968
NG,,,Native,Extant,,59968
BI,,,Origin Uncertain,Presence Uncertain,,59968
ET,,,Native,Extant,,59968
ZM,,,Native,Extant,,59968
CD,,,Native,Extant,,59968
ZW,,,Native,Extant,,59968
KE,,,Native,Extant,Resident,59968
AO,,,Native,Extant,Resident,59968
CM,,,Native,Presence Uncertain,,59968
NA,,,Native,Extant,Resident,59968
TZ,,,Native,Extant,Resident,59968
ZW,,,Native,Extant,Resident,59968
CD,,,Native,Extant,Resident,59968
ZM,,,Native,Extant,Resident,59968
CF,,,Native,Presence Uncertain,,59968
SZ,,,Native,Extant,Resident,59968
SD,,,Native,Extant,Resident,59968
BW,,,Native,Extant,Resident,59968
ZA,,,Native,Extant,Resident,59968
MW,,,Native,Extant,Resident,59968
MZ,,,Native,Extant,Resident,59968
SL,,,Native,Extant,Resident,59968
LS,,,Native,Extant,Resident,59968
UG,,,Native,Extant,Resident,59968
CI,,,Native,Extant,Resident,59968
NG,,,Native,Extant,Resident,59968
CG,,,Native,Presence Uncertain,,59968
BI,,,Origin Uncertain,Presence Uncertain,,59968
ET,,,Native,Extant,Resident,59968
SS,,,Native,Extant,Resident,59968
BW,,,Native,Extant,,59904
SD,,,Native,Extant,,59904
MW,,,Native,Extant,,59904
ZA,,,Native,Extant,,59904
MZ,,,Native,Extant,,59904
UG,,,Native,Extant,,59904
NG,,,Native,Extant,,59904
BI,,,Origin Uncertain,Presence Uncertain,,59904
ZM,,,Native,Extant,,59904
ZW,,,Native,Extant,,59904
TZ,,,Native,Extant,,59904
AO,,,Native,Extant,,59904
KE,,,Native,Extant,,59904
KE,,,Native,Extant,Resident,59904
AO,,,Native,Extant,Resident,59904
TZ,,,Native,Extant,Resident,59904
SD,,,Native,Presence Uncertain,,59904
BW,,,Native,Extant,Resident,59904
ZA,,,Native,Extant,Resident,59904
MW,,,Native,Extant,Resident,59904
MZ,,,Native,Extant,Resident,59904
LS,,,Native,Extant,Resident,59904
UG,,,Native,Extant,Resident,59904
NG,,,Native,Extant,Resident,59904
BI,,,Origin Uncertain,Presence Uncertain,,59904
SZ,,,Native,Extant,Resident,59904
ZM,,,Native,Extant,Resident,59904
CD,,,Native,Extant,Resident,59904
ZW,,,Native,Extant,Resident,59904
SS,,,Native,Presence Uncertain,,59904
KE,,,Native,Extant,,59905
TZ,,,Native,Extant,,59905
TG,,,Native,Extant,,59905
MW,,,Native,Extant,,59905
ZA,,,Native,Extant,,59905
MZ,,,Native,Extant,,59905
SO,,,Native,Extant,,59905
UG,,,Native,Extant,,59905
CI,,,Native,Extant,,59905
NG,,,Native,Extant,,59905
BI,,,Origin Uncertain,Presence Uncertain,,59905
ET,,,Native,Extant,,59905
ZM,,,Native,Extant,,59905
CD,,,Native,Extant,,59905
ZW,,,Native,Extant,,59905
KE,,,Native,Extant,Resident,59905
TZ,,,Native,Extant,Resident,59905
NA,,,Native,Extant,Resident,59905
ZW,,,Native,Extant,Resident,59905
GN,,,Native,Presence Uncertain,,59905
CD,,,Native,Extant,Resident,59905
ZM,,,Native,Extant,Resident,59905
ET,,,Native,Extant,Resident,59905
BW,,,Native,Extant,Resident,59905
TG,,,Native,Extant,Resident,59905
SD,,,Native,Presence Uncertain,,59905
MW,,,Native,Extant,Resident,59905
ZA,,,Native,Extant,Resident,59905
MZ,,,Native,Extant,Resident,59905
SN,,,Native,Presence Uncertain,,59905
SO,,,Native,Extant,Resident,59905
GW,,,Native,Extant,Resident,59905
UG,,,Native,Extant,Resident,59905
CI,,,Native,Extant,Resident,59905
NG,,,Native,Extant,Resident,59905
BI,,,Origin Uncertain,Presence Uncertain,,59905
SS,,,Native,Presence Uncertain,,59905
BW,,,Native,Extant,,59906
MW,,,Native,Extant,,59906
ZA,,,Native,Extant,,59906
MZ,,,Native,Extant,,59906
SO,,,Native,Extant,,59906
UG,,,Native,Extant,,59906
NG,,,Native,Extant,,59906
CG,,,Origin Uncertain,Presence Uncertain,,59906
BI,,,Origin Uncertain,Presence Uncertain,,59906
ZM,,,Native,Extant,,59906
ZW,,,Native,Extant,,59906
TZ,,,Native,Extant,,59906
KE,,,Native,Extant,,59906
KE,,,Native,Extant,Resident,59906
TZ,,,Native,Extant,Resident,59906
BW,,,Native,Extant,Resident,59906
MW,,,Native,Extant,Resident,59906
ZA,,,Native,Extant,Resident,59906
MZ,,,Native,Extant,Resident,59906
SO,,,Native,Extant,Resident,59906
UG,,,Native,Extant,Resident,59906
NG,,,Native,Extant,Resident,59906
CG,,,Native,Presence Uncertain,,59906
BI,,,Origin Uncertain,Presence Uncertain,,59906
CF,,,Native,Presence Uncertain,,59906
ZM,,,Native,Extant,Resident,59906
CD,,,Native,Extant,Resident,59906
ZW,,,Native,Extant,Resident,59906
KE,,,Native,Extant,,59981
NA,,,Native,Extant,,59981
TZ,,,Native,Extant,,59981
ZW,,,Native,Extant,,59981
ZM,,,Native,Extant,,59981
MZ,,,Native,Extant,,59981
MW,,,Native,Extant,,59981
BW,,,Native,Extant,,59981
SD,,,Native,Presence Uncertain,,59981
BW,,,Native,Extant,Resident,59981
MW,,,Native,Extant,Resident,59981
MZ,,,Native,Extant,Resident,59981
UG,,,Native,Extant,Resident,59981
BI,,,Native,Extant,Resident,59981
ET,,,Native,Presence Uncertain,,59981
ZM,,,Native,Extant,Resident,59981
ZW,,,Native,Extant,Resident,59981
TZ,,,Native,Extant,Resident,59981
NA,,,Native,Extant,Resident,59981
AO,,,Native,Presence Uncertain,,59981
KE,,,Native,Extant,Resident,59981
SS,,,Native,Presence Uncertain,,59981
BW,,,Native,Extant,,59907
MW,,,Native,Extant,,59907
ZA,,,Native,Extant,,59907
MZ,,,Native,Extant,,59907
UG,,,Native,Extant,,59907
NG,,,Native,Extant,,59907
BI,,,Origin Uncertain,Presence Uncertain,,59907
ET,,,Native,Extant,,59907
ZM,,,Native,Extant,,59907
ZW,,,Native,Extant,,59907
TZ,,,Native,Extant,,59907
AO,,,Native,Extant,,59907
KE,,,Native,Extant,,59907
KE,,,Native,Extant,Resident,59907
AO,,,Native,Extant,Resident,59907
TZ,,,Native,Extant,Resident,59907
ZW,,,Native,Extant,Resident,59907
CD,,,Native,Extant,Resident,59907
SD,,,Native,Presence Uncertain,,59907
BW,,,Native,Extant,Resident,59907
MW,,,Native,Extant,Resident,59907
ZA,,,Native,Extant,Resident,59907
MZ,,,Native,Extant,Resident,59907
LS,,,Native,Extant,Resident,59907
UG,,,Native,Extant,Resident,59907
NG,,,Native,Extant,Resident,59907
CG,,,Native,Presence Uncertain,,59907
BI,,,Origin Uncertain,Presence Uncertain,,59907
ET,,,Native,Extant,Resident,59907
CF,,,Native,Presence Uncertain,,59907
ZM,,,Native,Extant,Resident,59907
SS,,,Native,Presence Uncertain,,59907
KE,,,Native,Extant,,59908
CM,,,Native,Extant,,59908
BW,,,Native,Extant,,59908
MW,,,Native,Extant,,59908
ZA,,,Native,Extant,,59908
MZ,,,Native,Extant,,59908
SL,,,Native,Extant,,59908
UG,,,Native,Extant,,59908
CI,,,Native,Extant,,59908
BI,,,Origin Uncertain,Presence Uncertain,,59908
ZM,,,Native,Extant,,59908
CD,,,Native,Extant,,59908
ZW,,,Native,Extant,,59908
TZ,,,Native,Extant,,59908
NA,,,Native,Extant,,59908
KE,,,Native,Extant,Resident,59908
CM,,,Native,Presence Uncertain,,59908
AO,,,Native,Extant,Resident,59908
TZ,,,Native,Extant,Resident,59908
NA,,,Native,Extant,Resident,59908
ZW,,,Native,Extant,Resident,59908
CD,,,Native,Extant,Resident,59908
BW,,,Native,Extant,Resident,59908
ZA,,,Native,Extant,Resident,59908
MW,,,Native,Extant,Resident,59908
MZ,,,Native,Extant,Resident,59908
TVL-NP,,,Native,Extant,Resident,59908
NAT-OO,,,Native,Extant,Resident,59908
UG,,,Native,Extant,Resident,59908
TVL-GA,,,Native,Extant,Resident,59908
BI,,,Origin Uncertain,Presence Uncertain,,59908
ML,,,Native,Extant,Resident,59908
SZ,,,Native,Extant,Resident,59908
ZM,,,Native,Extant,Resident,59908
SS,,,Native,Presence Uncertain,,59908
GH,,,Native,Extant,Resident,59983
CM,,,Native,Extant,Resident,59983
AO,,,Native,Extant,Resident,59983
TZ,,,Native,Extant,Resident,59983
NA,,,Native,Extant,Resident,59983
GM,,,Native,Extant,Resident,59983
GN,,,Native,Extant,Resident,59983
CD,,,Native,Extant,Resident,59983
