BiogeographicRealm.realm,ConservationActionsDocumentation.narrative,HabitatDocumentation.narrative,MapStatus.status,PopulationDocumentation.narrative,PopulationTrend.value,RangeDocumentation.narrative,RedListAssessmentDate.value,RedListCriteria.critVersion,RedListCriteria.dataDeficientReason,RedListCriteria.isManual,RedListCriteria.manualCategory,RedListCriteria.manualCriteria,RedListCriteria.possiblyExtinct,RedListCriteria.possiblyExtinctCandidate,RedListCriteria.yearLastSeen,RedListRationale.value,RedListReasonsForChange.catCritChanges,RedListReasonsForChange.changeReasons,RedListReasonsForChange.otherReason,RedListReasonsForChange.timeframe,RedListReasonsForChange.type,System.value,ThreatsDocumentation.value,UseTradeDocumentation.value,internal_taxon_id
Afrotropical,,"Shady streams and rivers in forest, woodland, bush and savannah, shorelines of large lakes",,Population size is unknown.,Unknown,"Global distribution: In sub-Saharan Africa widespread except dense rain forest. In East Africa, the species is common and widespread in Kenya, Tanzania, Uganda, Malawi and Burundi (its occurrence in Burundi is assumed).",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),Water pollution in the vicinity of cities.,,60005
Afrotropical,No information available.,"Shady streams and rivers in forest, woodland, bush and savannah, shorelines of large lakes.",Missing,Population size is unknown.,Unknown,"This species is widespread in eastern and southern Africa except in dense rainforest, from Ethiopia to Angola and South Africa. Old reference from Guinea must be erroneous.<br/><br/>In central Africa, it is known from eastern Democratic Republic of Congo, Angola, Zambia.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: common and widespread in all five countries (Burundi assumed).<br/><br/>In northeastern Africa, the species is recorded from Ethiopia, Somalia and Kenya, occurrence in Sudan likely.<br/><br/>In southern Africa, this species is known from all countries, but not in the southwestern (arid) parts of the region.<br/><br/>In western Africa, the species is known from an old reference from Guinea must be erroneous (Dijlkstra pers. comm.).",01/05/2009,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is assessed as Least Concern.<br/><br/>The species is not found in the western African region. The old reference from Guinea must be erroneous (Dijkstra pers. comm.).,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Water pollution in the vicinity of cities and habitat loss due to agriculture are threats to the species.,,60005
Afrotropical,,"Streams and rivers in bush, savanna and woodland.",,Population size is unknown.,Unknown,"Global distribution: widespread in sub-Saharan Africa. In East Africa the species is common and widespread in Kenya, Tanzania, Uganda, and Malawi. Its occurrence in Burundi is assumed.",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),,,60076
Afrotropical,No precise information is available but research into trends and monitoring of the species would be valuable.,"Streams and rivers in bush, savannah and woodland.",,Population size is unknown.,Unknown,"The species is widespread in sub-Saharan Africa.<br/><br/>In central Africa, it is known from Angola, Democratic Republic of Congo, Congo, Zambia,&#160; and assumed to be present in Central African Republic and Cameroon.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi, where it is common and widespread. It is assumed to occur also in Malawi and Burundi. <br/><br/>In northeastern Africa, the species is recorded from Ethiopia and assumed to be present in Sudan.<br/><br/>In southern Africa, the species is widespread in the southern Africa region, along perennial running waters. It is not found in the arid southwest.<br/><br/>In western Africa, the species fairly local, present in Nigeria west to Guinea and Mali.",01/05/2009,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"Water pollution, drainage and destruction of habitats caused by agriculture are threats to the species.",,60076
Afrotropical,,Swamp forest.,,Population size is unknown.,Unknown,"Global distribution: Uganda to Cameroon. In East Africa the species has been recorded from Budongo Forest, Zika Forest, and Semliki National Park (Uganda).",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),Forest destruction.,,60079
Afrotropical,"Research into population numbers and range, biology and ecology, threats, conservation measures, and trends/monitoring of this species would be valuable. Habitat and site-based actions are also required.",Swamp forest.,,Population size is unknown.,Unknown,"The species has been recorded from northeastern South Africa to Uganda, Liberia and possibly Senegal.<br/><br/>In central Africa, it is known from Cameroon, Democratic Republic of Congo, Congo, Central African Republic, Equatorial Guinea.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi. It is known from the Budongo Forest, Zika Forest, Semliki National Park (Uganda).<br/><br/>In southern Africa, this species occurs along the Indian Ocean coast in South Africa and Mozambique.<br/><br/>In western Africa, the species is known from Nigeria to Liberia and possibly Senegal.",01/05/2009,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),The major threats to the species are habitat loss through drainage and destruction/deforestation of swampy habitats caused by agriculture and wood extraction.,,60079
Afrotropical,,Rivers and floodplains.,,Population size is unknown.,Unknown,"Global distribution: Widespread from Natal to Tanzania, Angola, DRC. In East Africa the species is common and widespread in Malawi and Tanzania.",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),,,60010
Afrotropical,No information available but research into trends and monitoring of the species would be valuable.,Rivers and floodplains.,,Population size is unknown.,Unknown,"The species is widespread from Natal to Tanzania, Angola, Democratic Republic of Congo.<br/><br/>In central Africa, the species has been recorded from Zambia and Angola, and likely to be found in southern Democratic Republic of Congo as well.<br/><br/>In eastern Africa, It was found in Kenya, Uganda and Burundi. It is common and widespread in Malawi and Tanzania.<br/><br/>In northeastern Africa, this species was [previously confused with <em>P. niloticum</em>, which is the reason why this species is listed for Kenya, Somalia and Ethiopia erroneously.<br/><br/>In Southern Africa, this species is widespread in the tropical north, ranging southwards to Natal. It is not found in the Cape or the arid south-west.",01/05/2009,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats and that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The major threats to the species are water pollution, habitat loss through drainage and destruction/deforestation of swampy habitats caused by agriculture.",,60010
Afrotropical,,Swamps and pools.,,Population size is unknown.,Unknown,Global distribution: South Africa and north Botswana to Zambia and Uganda. In East Africa the species has been recorded from Lake Opeta (Uganda).,31/01/2006,3.1,,true,LC,,false,false,,"Listed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),,,60011
Afrotropical,"No information available but research into population numbers and range, and trends/monitoring of the species would be valuable.",Swamps and pools. Grassy-fringed pools with lilies and partial shade (Samways 2006 in press).,,Population size is unknown.,Unknown,"The species has been recorded from South Africa and north Botswana to Zambia and Uganda.<br/><br/>In central Africa, it is present in northern Zambia, might occur in southern Democratic Republic of Congo.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: Lake Opeta (Uganda).<br/><br/>In southern Africa, the species occurs from northern Zambia via the Caprivi, Botswana and Zimbabwe to the Waterberg Plateau in South Africa.",01/05/2009,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category.<br/><br/>In central and southern Africa, it is listed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Destruction of habitats caused by agriculture and groundwater extraction are threats to the species.,,60011
Afrotropical,,Swamps.,,Population size is unknown.,Unknown,"Global distribution: Malawi, Zimbabwe, Zambia, Botswana to Chad, and possibly Tanzania. In East Africa the species has been recorded from swamps in Malawi (no detailed records).",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),Drainage and destruction of swampy habitats.,,60013
Afrotropical,"Known to occur within protected areas. No specific conservation measures are necessary for the species as a whole. However, further sites need to be located and some protection of known habitat would be beneficial (Samways 2006 in press).",Found in swamps.,,"Population size is unknown, but it is considered locally common en southern Africa.",Unknown,"The species has been reported from Malawi, Zimbabwe, Zambia, Botswana and probably Tanzania. Only west African record (Chad) is dubious.<br/><br/>In central Africa, it has been recorded from northern Zambia, Angola. Likely to be found in southern Democratic Republic of Congo.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: swamps in Malawi.<br/><br/>In southern Africa, this is a common species along rivers in the tropical north. The southern limits are the Okavango and Limpopo Rivers, with only very few records occurring southwards in South Africa (where the southern form, subspecies <em>umsingaziense</em>, is endemic). It has not yet been recorded from Mozambique, but is expected to occur in southern Mozambique.<br/><br/>The only west African record from Chad is considered dubious (Dijkstra pers. comm.).",01/05/2009,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.<br/><br/>In central, eastern and southern Africa, it is assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.<br/><br/>The only species record for western Africa is considered dubious, and therefore it is inferred that the it does not occur in the region.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Drainage and destruction of swampy habitats caused by agriculture are threats to the taxon. The South African subspecies (<em>P. c. umsingaziense</em>) is threatened by urban development.,,60013
Afrotropical,,"Streams, rivers in savanna, bush and woodland.",,Population size is unknown.,Unknown,"Global distribution: Zimbabwe to Kenya. In East Africa the species is common and widespread in Kenya, Tanzania, Uganda, and Malawi. Its occurrence in Burundi is assumed.",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),,,60014
Afrotropical,No information available but research into trends and monitoring of the species would be valuable.,"Streams, rivers in savannah, bush and woodland.",,Population size is unknown.,Unknown,"The species has been recorded from South Africa, Zimbabwe, Zambia to Kenya, likely in Angola and Democratic Republic of Congo.<br/><br/>In central Africa, it has not been recorded from the area, but might occur in southern Democratic Republic of Congo.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: common and widespread in all five countries (Burundi assumed).<br/><br/>In northeastern Africa, the species is listed by Tsuda for Somalia - this record needs verification. Listed by Förster (1902) for Eritrea, which needs confirmation as well. Occurrence in northern Kenya likely. More surveys are needed, for the time being the species is listed as NA for the region<br/><br/>In southern Africa, this species occurs along perennial rivers in the tropical north, southwards to Natal. It is not found in the arid south-west or at the Cape.",01/05/2009,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore listed as Least Concern.<br/><br/>In central, eastern and southern Africa, the species is assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.<br/><br/>In northeastern Africa, the species was listed by Tsuda for Somalia. However, this record needs confirmation and therefore the species is listed as Least Concern in the region for the time being.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Water pollution and destruction/deforestation of habitats caused by agriculture are threats to the species.,,60014
Afrotropical,No precise information is available but research into trends and monitoring of the species would be valuable.,Reedy streams and rivers.,,Population size is unknown.,Unknown,"The species has been recorded from Natal to Ethiopia and Uganda.<br/><br/>In central Africa, it is known from northern Zambia, the Angola record needs confirmation, likely to be found in southern Democratic Republic of Congo as well.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: common and widespread in all five countries (Burundi assumed).<br/><br/>In northeastern Africa, the species is recorded from Kenya and Ethiopia, occurrence in Sudan assumed.",01/05/2009,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. Therefore, it is assessed as Least Concern.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Water pollution and drainage and destruction of swampy habitats caused by agriculture are threats to the species.,,60015
Afrotropical,No information available.,The species occurs on reedy verges of fast-flowing streams and rivers.,Missing,No information is available on population size or trends.,Unknown,"The Orange-headed Sprite (<em>Pseudagrion gamblesi</em>) has been recorded from Natal to Ethiopia, and Uganda.",01/01/2008,3.1,,true,LC,,false,false,,"The Orange-headed Sprite (<em>Pseudagrion gamblesi</em>) is listed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),No information available.,,60015
Afrotropical,,"Shady streams in forest, thicket and bush.",,Population size is unknown.,Unknown,"Global distribution: Widespread in sub-Saharan Africa. In East Africa the species is common and widespread in Kenya, Tanzania, Uganda, and Malawi. Its occurrence in Burundi is assumed.",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),,,60018
Afrotropical,No precise information available but research into trends and monitoring of the species would be valuable.,"Shady streams in forest, thicket and bush.",,Population size is unknown.,Unknown,"The species is widespread from South Africa to Kenya and west Uganda.<br/><br/>In central Africa, it is known from northern Zambia, likely to occur in southern and eastern Democratic Republic of Congo<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: common and widespread in all five countries (Burundi assumed).<br/><br/>In southern Africa, this species occurs from Angola through Zambia, Zimbabwe, Mozambique and along the Indian Ocean coast to the Cape. It is not found in Namibia or in the Kalahari.",01/05/2009,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The major threats to the species are habitat loss through drainage and destruction/deforestation of swampy habitats caused by agriculture and wood extraction, as well as water pollution.",,60018
Afrotropical,,Streams and rivers in savanna and bush.,,Population size is unknown.,Unknown,"Global distribution: Cape north to Somalia, west to Ghana. In East Africa the species is common and widespread in Kenya, Tanzania, Uganda, and Malawi. Its occurrence in Burundi is assumed.",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),,,60025
Afrotropical,No information available.,Streams and rivers in savannah and bush.,,Its specific population size is unknown but the species is locally common in southern Africa.,Unknown,"The species has been recorded from South Africa to Somalia and Ethiopia, records from west and central Africa (e.g. Guinea) seem erroneous.<br/><br/>In central Africa, it is known from Angola, northern Zambia, west Uganda - occurrence in southern Democratic Republic of Congo possible.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: common and widespread in all five countries (Burundi assumed).<br/><br/>In northeastern Africa, the species is recorded from Ethiopia, Kenya, Sudan and Somalia, common and widespread.<br/><br/>In southern Africa, this species is widespread all over the region. <br/><br/>The records from western Africa are considered dubious (Dijkstra pers. comm.).",01/05/2009,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.<br/><br/>The species is assessed as Least Concern in central, eastern, northeastern and southern Africa, in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Water pollution and drainage and destruction of habitats caused by agriculture are threats to the species.,,60025
Afrotropical,,"Streams, rivers in bush and savanna.",,Population size is unknown.,Unknown,"Global distribution: Cape to Ethiopia. In east Africa the species is recorded from Kenya, Tanzania, Uganda, and Malawi. Its occurrence in Burundi is assumed.",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),,,60030
Afrotropical,"No precise information available but research into population numbers and range, and trends/monitoring of the species would be valuable.","Streams, rivers in bush and savannah.",,Population size is unknown but it is very widespread in South Africa.,Unknown,"The species has been recorded from South Africa (Cape) and Namibia to Ethiopia.<br/><br/>In central Africa, it is known from northern Zambia, occurrence in southern Democratic Republic of Congo possible.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: in all five countries (Burundi assumed).<br/><br/>In northeastern Africa, the species is recorded from northern Kenya and listed by Tsuda for Somalia. The latter needs confirmation and an old record from Ethiopia remains uncertain as well. The species is assumed to occur in southern Sudan as well. For the time being it is listed Data Deficient for the region.<br/><br/>In southern Africa, this species is generally widespread in the region. It is not found at the Cape or in northern Namibia.",01/05/2009,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.<br/><br/>In central, eastern and southern Africa, the species is assessed as Least Concern.<br/><br/>In northeastern Africa, the species has only been recorded from one site in the region, and a wider distribution is assumed. It is listed Data Deficient in the region until more surveys are carried out.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),No information available.,,60030
Afrotropical,"Species occurs in some protected areas but no other conservation measures known so research into population numbers and range, biology and ecology, habitat status, threats, and trends/monitoring would be valuable.","Pools, streams, rivers in bush and forest. Tree-covered pools of savannah rivers (Samways 2006 in press).",,Population size is unknown.,Unknown,"The species has been recorded from northern South Africa and Botswana to Kenya, and west to Liberia. Common in more forested parts of western Africa, records from Mali and Gambia deserve closer examination.<br/><br/>In central Africa, it is known from Democratic Republic of Congo; Equatorial Guinea, Cameroon, Gabon, Angola, Zambia, assumed from the other central African countries as well.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: widespread in all five countries (Burundi assumed).<br/><br/>In southern Africa, this species is recorded from in the tropical north, but does not occur in the arid south-west or in the Cape. There is only one record of subspecies <em>pseudosjoestedti</em> from South Africa; in lower reaches of the Sabie River in the Kruger National Park (Clark and Samways 1994) and it has not been recorded at that site after the floods of February 2000 (Samways 2006 in press).<br/><br/>In western Africa, the species is common in more forested parts of western Africa, records from Mali and Gambia deserve closer examination.",01/05/2009,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"In South Africa, the species appears to be principally natural, although these may be exacerbated by unknown human impacts (Samways 2006 in press). Habitat destruction caused by agriculture and water pollution may threaten the species. No information is available from elsewhere in the range, however it is unlikely to be facing more serious threats across its entire range.",,60031
Afrotropical,No information available.,"Pools, streams, rivers in bush and forest.",Missing,No information available.,Unknown,"<em>Pseudagrion sjoestedti</em> occurs from South Africa to Kenya, and west to Liberia.",01/01/2008,3.1,,true,LC,,false,false,,"<em>Pseudagrion sjoestedti</em> is listed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),No information available.,--- Other purpose text ---<br/>Not applicable.--- Other wild text ---<br/>Not applicable.--- Other source text ---<br/>Not applicable.,60031
Afrotropical,,Montane streams or rivers.,,Population size is unknown.,Unknown,"Global distribution: Zimbabwe to DRC and Ethiopia. In East Africa the species is common and widespread in Kenya, Tanzania, Uganda, and Malawi. Its occurrence in Burundi is assumed.",31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),,,60032
Afrotropical,No precise information available but research into trends and monitoring of the species would be valuable.,Montane streams or rivers.,,Population size is unknown.,Unknown,"The species has been recorded from South Africa and Angola to Uganda and Ethiopia.<br/><br/>In central Africa, it is known from northern Angola and northern Zambia and from western Uganda. Occurrence in Democratic Republic of Congo likely.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: common and widespread in all five countries (Burundi assumed).<br/><br/>In northeastern Africa, the species is recorded from Ethiopia, Eritrea and Kenya, assumed from Sudan.<br/><br/>In southern Africa, this species is widespread in the region, except for Botswana and Namibia.",01/05/2009,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Water pollution and drainage and destruction of swampy habitats caused by agriculture are threats to the species.,,60032
Afrotropical|Palearctic,No information available.,Streams and rivers.,Missing,No information available.,Unknown,"<em>Pseudagrion sublacteum</em> has a range that extends from northern South Africa to West and North Africa, and the Middle East.",01/01/2008,3.1,,true,LC,,false,false,,"<em>Pseudagrion sublacteum</em> is listed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),No information available.,,60033
Afrotropical,,Arid areas.,,Population size is unknown.,Unknown,Global distribution: North Uganda and Sudan to West Africa. In East Africa the species has been recorded from arid areas in north Uganda.,31/01/2006,3.1,,true,LC,,false,false,,"Assessed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",,,,,,Terrestrial|Freshwater (=Inland waters),,,60034
Afrotropical,"Occurs in protected areas in parts of its range. In South Africa, monitoring of its range area is required (Samways 2006 in press). No information is available from elsewhere in its range.","Open marsh in dry areas. In southern Africa, the species is present in fast flowing rivers or streams. In South Africa, it has been recorded from tall reeds and grasses fringing sluggish reaches of savannah rivers (Samways 2006 in press).",,"Population size is unknown. However, it is unlikely to be declining at a fast rate across its whole range.",Unknown,"The species is widespread but scarce in open marsh of tropical Africa, from Sudan to South Africa, Democratic Republic of Congo (Katanga) and Angola, northern Uganda, Gambia, Ghana and Nigeria.<br/><br/>In central Africa, it is known from Democratic Republic of Congo (Katanga), likely to occur in northern Central African Republic as well.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda (arid areas in the north of the country), Malawi and Burundi.<br/><br/>In northeastern Africa, the species is only recorded from Sudan in the region (type locality Bhar el Ghaza, southern Sudan and from Khartoum area (El Rayah, El Zubeir, 1984). Though the records are sparse, the records cover a great distance and mirror the missing surveys in Sudan, thus the species is listed Least Concern, since a wider distribution is assumed.<br/><br/>In southern Africa, this species occurs in the tropical north, southwards to Natal. It does not occur in the arid southwest or at the Cape. In South Africa, it currently is known only from the Kruger National Park (Shingwedzi and Lower Sabie areas and the northwestern region of the Limpopo Province (Samways 2006 in press).<br/><br/>In western Africa, the species is known from Nigeria, Ghana and Gambia.",01/05/2009,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. Therefore, it is assessed as Least Concern.<br/><br/>In northeastern Africa, the species has only been recorded from Sudan (type locality Bhar el Ghaza, southern Sudan and from Khartoum area (El Rayah, El Zubeir, 1984). Though the records are sparse, the records cover a great distance and mirror the missing surveys in Sudan, thus the species is listed as Least Concern, since a wider distribution is assumed.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"No precise information is available on threats in most parts of its range. In South Africa, poor catchment management, which exacerbates floods, is the most important threat (Samways 2006 in press).",,60034
Afrotropical,"&#160;No information available but research into population numbers and range, and trends/monitoring of the species would be valuable. Habitat maintenance/conservation is also needed.","Shady pools, streams or swamps in various habitats except dense rainforest.",Missing,No information available.,Unknown,"The species has been recorded from South Africa to Somalia and Nigeria.<br/><br/>In central Africa, it is known from Angola, Democratic Republic of Congo, Congo and Zambia, and assumed in appropriate habitats in the other countries as well.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: common and widespread in all five countries (Burundi assumed).<br/><br/>In northeastern Africa, the species is recorded from Somalia. Occurrence for southern Sudan and southern Ethiopia is assumed.<br/><br/>In southern Africa, the species occurs in forested areas in the north and east of the southern Africa region.<br/><br/>In western Africa, the species is known from few records in western Africa, recently found in Gambia (Parr pers. comm.) and Liberia (Dijkstra unpubl.).",01/05/2009,3.1,,true,LC,,false,false,,This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Drainage and destruction of swampy habitats caused by agriculture are threats to the species.,,60044
Afrotropical,No information available.,"Shady pools, streams or swamps in various habitats except dense rainforest.",Missing,No information available.,Unknown,<em>Tetrathemis polleni</em> has a range that extends from South Africa to Somalia and Nigeria.,01/01/2008,3.1,,true,LC,,false,false,,"<em>Tetrathemis polleni</em> is listed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),There are no serious threats affecting this species across its global range.,--- Other purpose text ---<br/>Not applicable.--- Other wild text ---<br/>Not applicable.--- Other source text ---<br/>Not applicable.,60044
Afrotropical,"Monitoring of the species, and habitat conservation is required.",Found near streams and rivers in forest and woodland.,Missing,No information available.,Unknown,"The species has been recorded from Natal to Kenya,and west to Cote d'Ivoire.<br/><br/>In central Africa, it is known from Cameroon, Democratic Republic of Congo, Equatorial Guinea, Zambia, assumed for central African Republic and Congo.<br/><br/>In eastern Africa, it has been recorded in Kenya, Tanzania, Uganda, Malawi and Burundi: common and widespread in all five countries (Burundi assumed).<br/><br/>In northeastern Africa, the species is recorded from two sites in Ethiopia within the region. It is assumed to be present in appropriate habitats of southern Sudan. For the time being, it is listed as Data Deficient for the region.<br/><br/>In southern Africa, this species occurs at perennial rivers in the humid north and north east. It is expected to also occur in Angola. It is not present in the arid southwest or at the Cape.<br/><br/>In western Africa, the species is known from Sierra Leone and from Guinea to Nigeria.",01/05/2009,3.1,,true,LC,,false,false,,"This is a widespread species with no known major widespread threats that is unlikely to be declining fast enough to qualify for listing in a threatened category. It is therefore assessed as Least Concern.<br/><br/>In central, eastern, southern and western Africa, the species is listed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.<br/><br/>In northeastern Africa, the species has only been recorded from two sites in Ethiopia, though a wider distribution is assumed. It is listed as Data Deficient in the region.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Water pollution and degradation of gallery forest caused by agriculture and wood extraction are threats to the species.,,60051
Afrotropical,No information available.,Streams and rivers in forest and woodland.,Missing,No information available.,Unknown,"<em>Trithemis aconita<em> occurs from Natal to Kenya, and west to the Ivory Coast.</em></em>",01/01/2008,3.1,,true,LC,,false,false,,"<em>Trithemis aconita<em> is listed as Least Concern in view of its wide distribution, and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.</em></em>",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),Degradation of gallery forest.,--- Other purpose text ---<br/>Not applicable.--- Other wild text ---<br/>Not applicable.--- Other source text ---<br/>Not applicable.,60051
