Reference_type,access_date,alternate_title,author,date,edition,externalBibCode,internal_taxon_id,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60060,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Samways, M.J.",,,,60060,,,,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Kipping, J.",,,,60060,,,,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Longfield, C.",,,,60060,,,,,1–31,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,60060,,,,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Pinhey, E.",,,,60060,,,,,1-159,,,,Memoirs of the entomological Society of southern Africa,,,,Monographic study of the genus <i>Trithemis</i> Brauer (Odonata: Libellulidae),Journal Article,,11,1970
Assessment,,,"Samways, M.J.",,,,60060,,,,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,60060,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,"Martens, A., Jödicke, R. and Suhling, F.",,,,60060,,,,,139–160,,,,Cimbebasia,,,Published,Annotated checklist of the Odonata of Namibia,journal article,,18,2003
Assessment,,,IUCN,04-May-06,,,60060,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
Assessment,,6723,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60005,,,,,,,,,Tijdschrift voor Entomologie,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",journal article,,,in prep
Assessment,,"Studies in Afrotropical Zoology (Monograph Series of the Africa Museum in Tervuren, Belgium)","Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60005,,,,,1-264,,,,Studies in Afrotropical Zoology,,,Published,The Dragonflies and Damselflies of Eastern Africa: Handbook for all Odonata from Sudan to Zimbabwe.,journal article,,298,2014
Assessment,,,"Longfield, C.",,,,60005,,,,,13–42,,,,Publicações Culturais Companhia de Diamantes de Angola,,,Published,The Odonata of North Angola. Part II,journal article,,45,1959
Assessment,,,"Ris, F.",,,,60005,,,,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Pinhey, E.",,,,60005,,,,,1–16,,,,Arnoldia,,,,A collection of Odonata from Angola,Journal Article,,23,1975
Assessment,,,"Pinhey, E.",,,,60005,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,60005,,,,,557-631,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,Checklist of the Odonata of Mozambique,Journal Article,,6,1981
Assessment,,,"Pinhey, E.",,,,60005,,,,,147-188,,,,Journal of the Entomological Society of southern Africa,,,,A survey to the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60005,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Longfield, C.",,,,60005,,,,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,60005,,,,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
Assessment,,,"Pinhey, E.",,,,60005,,,,,81-86,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Some dragonflies (Odonata) from Angola; and descriptions of three new species of the family Gomphidae,Journal Article,,56,1961
Assessment,,,"Pinhey, E.",,,,60005,,,,,97–129,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Dragonflies (Odonata) of the Angola–Congo borders of Rhodesia,Journal Article,,63,1964
Assessment,,,"Pinhey, E.",,,,60005,,,,,1-48,,,,Journal of the Entomological Society of southern Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera,Journal Article,,48,1985
Assessment,,,"Pinhey, E.",,,,60005,,,,,524-601,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,"Dragonflies (Odonata) of Botswana, with ecological notes",Journal Article,,5,1976
Assessment,,,"Pinhey, E.",,,,60005,,,,,159-164,,,,"Revista de Biologia, Lisboa",,,,"Odonata from Luanda and the Lucala River, Angola",Journal Article,,5,1965
Assessment,,,"Pinhey, E.",,,,60005,,,,,71-76,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,"A collection of Odonata from Dundo, Angola. With the descriptions of two new species of Gomphids",Journal Article,,56,1961
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60005,,,,,,Nylstroom,Privately published by the authors,,,,,,A fieldguide to the dragonflies of South Africa,Book,,,2002
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60005,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Samways, M.J.",,,,60005,,,,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Kipping, J.",,,,60005,,,,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Longfield, C.",,,,60005,,,,,1–31,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,60005,,,,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Samways, M.J.",,,,60005,,,,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,60005,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,"Martens, A., Jödicke, R. and Suhling, F.",,,,60005,,,,,139–160,,,,Cimbebasia,,,Published,Annotated checklist of the Odonata of Namibia,journal article,,18,2003
Assessment,,,IUCN,04-May-06,,,60005,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
Assessment,,6723,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60076,,,,,,,,,Tijdschrift voor Entomologie,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",journal article,,,in prep
Assessment,,"Studies in Afrotropical Zoology (Monograph Series of the Africa Museum in Tervuren, Belgium)","Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60076,,,,,1-264,,,,Studies in Afrotropical Zoology,,,Published,The Dragonflies and Damselflies of Eastern Africa: Handbook for all Odonata from Sudan to Zimbabwe.,journal article,,298,2014
Assessment,,,"Longfield, C.",,,,60076,,,,,13–42,,,,Publicações Culturais Companhia de Diamantes de Angola,,,Published,The Odonata of North Angola. Part II,journal article,,45,1959
Assessment,,,"Ris, F.",,,,60076,,,,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Martens, A., Jödicke, R. and Suhling, F.",,,,60076,,,,,139-160,,,,Cimbebasia,,,,Annotated checklist of the Odonata of Namibia,Journal Article,,18,2003
Assessment,,,"Pinhey, E.",,,,60076,,,,,1–16,,,,Arnoldia,,,,A collection of Odonata from Angola,Journal Article,,23,1975
Assessment,,,"Pinhey, E.",,,,60076,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,60076,,,,,557-631,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,Checklist of the Odonata of Mozambique,Journal Article,,6,1981
Assessment,,,"Pinhey, E.",,,,60076,,,,,147-188,,,,Journal of the Entomological Society of southern Africa,,,,A survey to the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60076,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Longfield, C.",,,,60076,,,,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,60076,,,,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
Assessment,,,"Pinhey, E.",,,,60076,,,,,81-86,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Some dragonflies (Odonata) from Angola; and descriptions of three new species of the family Gomphidae,Journal Article,,56,1961
Assessment,,,"Pinhey, E.",,,,60076,,,,,97–129,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Dragonflies (Odonata) of the Angola–Congo borders of Rhodesia,Journal Article,,63,1964
Assessment,,,"Pinhey, E.",,,,60076,,,,,1-48,,,,Journal of the Entomological Society of southern Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera,Journal Article,,48,1985
Assessment,,,"Pinhey, E.",,,,60076,,,,,524-601,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,"Dragonflies (Odonata) of Botswana, with ecological notes",Journal Article,,5,1976
Assessment,,,"Pinhey, E.",,,,60076,,,,,159-164,,,,"Revista de Biologia, Lisboa",,,,"Odonata from Luanda and the Lucala River, Angola",Journal Article,,5,1965
Assessment,,,"Pinhey, E.",,,,60076,,,,,71-76,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,"A collection of Odonata from Dundo, Angola. With the descriptions of two new species of Gomphids",Journal Article,,56,1961
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60076,,,,,,Nylstroom,Privately published by the authors,,,,,,A fieldguide to the dragonflies of South Africa,Book,,,2002
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60076,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Samways, M.J.",,,,60076,,,,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Kipping, J.",,,,60076,,,,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Longfield, C.",,,,60076,,,,,1–31,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,60076,,,,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Samways, M.J.",,,,60076,,,,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,60076,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,IUCN,04-May-06,,,60076,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
Assessment,,6723,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60079,,,,,,,,,Tijdschrift voor Entomologie,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",journal article,,,in prep
Assessment,,"Studies in Afrotropical Zoology (Monograph Series of the Africa Museum in Tervuren, Belgium)","Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60079,,,,,1-264,,,,Studies in Afrotropical Zoology,,,Published,The Dragonflies and Damselflies of Eastern Africa: Handbook for all Odonata from Sudan to Zimbabwe.,journal article,,298,2014
Assessment,,,"Pinhey, E.",,,,60079,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60079,,,,,,Nylstroom,Privately published by the authors,,,,,,A fieldguide to the dragonflies of South Africa,Book,,,2002
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60079,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Samways, M.J.",,,,60079,,,,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,60079,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,IUCN,04-May-06,,,60079,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
Assessment,,6723,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60010,,,,,,,,,Tijdschrift voor Entomologie,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",journal article,,,in prep
Assessment,,"Studies in Afrotropical Zoology (Monograph Series of the Africa Museum in Tervuren, Belgium)","Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60010,,,,,1-264,,,,Studies in Afrotropical Zoology,,,Published,The Dragonflies and Damselflies of Eastern Africa: Handbook for all Odonata from Sudan to Zimbabwe.,journal article,,298,2014
Assessment,,,"Longfield, C.",,,,60010,,,,,13–42,,,,Publicações Culturais Companhia de Diamantes de Angola,,,Published,The Odonata of North Angola. Part II,journal article,,45,1959
Assessment,,,"Ris, F.",,,,60010,,,,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Pinhey, E.",,,,60010,,,,,1–16,,,,Arnoldia,,,,A collection of Odonata from Angola,Journal Article,,23,1975
Assessment,,,"Pinhey, E.",,,,60010,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,60010,,,,,557-631,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,Checklist of the Odonata of Mozambique,Journal Article,,6,1981
Assessment,,,"Pinhey, E.",,,,60010,,,,,147-188,,,,Journal of the Entomological Society of southern Africa,,,,A survey to the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60010,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Longfield, C.",,,,60010,,,,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,60010,,,,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
Assessment,,,"Pinhey, E.",,,,60010,,,,,81-86,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Some dragonflies (Odonata) from Angola; and descriptions of three new species of the family Gomphidae,Journal Article,,56,1961
Assessment,,,"Pinhey, E.",,,,60010,,,,,97–129,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Dragonflies (Odonata) of the Angola–Congo borders of Rhodesia,Journal Article,,63,1964
Assessment,,,"Pinhey, E.",,,,60010,,,,,1-48,,,,Journal of the Entomological Society of southern Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera,Journal Article,,48,1985
Assessment,,,"Pinhey, E.",,,,60010,,,,,524-601,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,"Dragonflies (Odonata) of Botswana, with ecological notes",Journal Article,,5,1976
Assessment,,,"Pinhey, E.",,,,60010,,,,,159-164,,,,"Revista de Biologia, Lisboa",,,,"Odonata from Luanda and the Lucala River, Angola",Journal Article,,5,1965
Assessment,,,"Pinhey, E.",,,,60010,,,,,71-76,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,"A collection of Odonata from Dundo, Angola. With the descriptions of two new species of Gomphids",Journal Article,,56,1961
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60010,,,,,,Nylstroom,Privately published by the authors,,,,,,A fieldguide to the dragonflies of South Africa,Book,,,2002
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60010,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Samways, M.J.",,,,60010,,,,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Kipping, J.",,,,60010,,,,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Longfield, C.",,,,60010,,,,,1–31,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,60010,,,,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Samways, M.J.",,,,60010,,,,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,60010,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,"Martens, A., Jödicke, R. and Suhling, F.",,,,60010,,,,,139–160,,,,Cimbebasia,,,Published,Annotated checklist of the Odonata of Namibia,journal article,,18,2003
Assessment,,,IUCN,04-May-06,,,60010,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
Assessment,,6723,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60011,,,,,,,,,Tijdschrift voor Entomologie,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",journal article,,,in prep
Assessment,,"Studies in Afrotropical Zoology (Monograph Series of the Africa Museum in Tervuren, Belgium)","Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60011,,,,,1-264,,,,Studies in Afrotropical Zoology,,,Published,The Dragonflies and Damselflies of Eastern Africa: Handbook for all Odonata from Sudan to Zimbabwe.,journal article,,298,2014
Assessment,,,"Samways, M.J.",,,,60011,,,,,341-368,,,,Odonatologica,,,Published,National Red List of South African Odonata,journal article,,35,2006
Assessment,,,"Suhling, F., Martens, A., Schmalstieg, K., Schütte, C. and Richter, O.",,,,60011,,,,,In press,,,,Cimbebasia Memoirs,,,,Biodiversity patterns of freshwaters in an arid country: distribution atlas and updated checklist of the Odonata of Namibia,Journal Article,,5,2006
Assessment,,,"Pinhey, E.",,,,60011,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60011,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60011,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Kipping, J.",,,,60011,,,,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Samways, M.J.",,,,60011,,,,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,60011,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,IUCN,04-May-06,,,60011,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
Assessment,,6723,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60013,,,,,,,,,Tijdschrift voor Entomologie,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",journal article,,,in prep
Assessment,,"Studies in Afrotropical Zoology (Monograph Series of the Africa Museum in Tervuren, Belgium)","Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60013,,,,,1-264,,,,Studies in Afrotropical Zoology,,,Published,The Dragonflies and Damselflies of Eastern Africa: Handbook for all Odonata from Sudan to Zimbabwe.,journal article,,298,2014
Assessment,,,"Samways, M.J.",,,,60013,,,,,341-368,,,,Odonatologica,,,Published,National Red List of South African Odonata,journal article,,35,2006
Assessment,,,"Longfield, C.",,,,60013,,,,,13–42,,,,Publicações Culturais Companhia de Diamantes de Angola,,,Published,The Odonata of North Angola. Part II,journal article,,45,1959
Assessment,,,"Ris, F.",,,,60013,,,,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Pinhey, E.",,,,60013,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,60013,,,,,557-631,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,Checklist of the Odonata of Mozambique,Journal Article,,6,1981
Assessment,,,"Pinhey, E.",,,,60013,,,,,147-188,,,,Journal of the Entomological Society of southern Africa,,,,A survey to the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60013,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Longfield, C.",,,,60013,,,,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,60013,,,,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
Assessment,,,"Pinhey, E.",,,,60013,,,,,16-Jan,,,,Arnoldia,,,,A collection of Odonata from Angola,Journal Article,,23,1975
Assessment,,,"Pinhey, E.",,,,60013,,,,,81-86,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Some dragonflies (Odonata) from Angola; and descriptions of three new species of the family Gomphidae,Journal Article,,56,1961
Assessment,,,"Pinhey, E.",,,,60013,,,,,97–129,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Dragonflies (Odonata) of the Angola–Congo borders of Rhodesia,Journal Article,,63,1964
Assessment,,,"Pinhey, E.",,,,60013,,,,,1-48,,,,Journal of the Entomological Society of southern Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera,Journal Article,,48,1985
Assessment,,,"Pinhey, E.",,,,60013,,,,,524-601,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,"Dragonflies (Odonata) of Botswana, with ecological notes",Journal Article,,5,1976
Assessment,,,"Pinhey, E.",,,,60013,,,,,159-164,,,,"Revista de Biologia, Lisboa",,,,"Odonata from Luanda and the Lucala River, Angola",Journal Article,,5,1965
Assessment,,,"Pinhey, E.",,,,60013,,,,,71-76,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,"A collection of Odonata from Dundo, Angola. With the descriptions of two new species of Gomphids",Journal Article,,56,1961
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,60013,,,,,,Nylstroom,Privately published by the authors,,,,,,A fieldguide to the dragonflies of South Africa,Book,,,2002
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,60013,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Samways, M.J.",,,,60013,,,,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Kipping, J.",,,,60013,,,,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Longfield, C.",,,,60013,,,,,1–31,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,60013,,,,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Samways, M.J.",,,,60013,,,,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,60013,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,"Martens, A., Jödicke, R. and Suhling, F.",,,,60013,,,,,139–160,,,,Cimbebasia,,,Published,Annotated checklist of the Odonata of Namibia,journal article,,18,2003
Assessment,,,IUCN,04-May-06,,,60013,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
