BiogeographicRealm.realm,ConservationActionsDocumentation.narrative,HabitatDocumentation.narrative,MapStatus.status,PopulationDocumentation.narrative,PopulationTrend.value,RangeDocumentation.narrative,RedListAssessmentDate.value,RedListCriteria.critVersion,RedListCriteria.dataDeficientReason,RedListCriteria.isManual,RedListCriteria.manualCategory,RedListCriteria.manualCriteria,RedListCriteria.possiblyExtinct,RedListCriteria.possiblyExtinctCandidate,RedListCriteria.yearLastSeen,RedListRationale.value,RedListReasonsForChange.catCritChanges,RedListReasonsForChange.changeReasons,RedListReasonsForChange.otherReason,RedListReasonsForChange.timeframe,RedListReasonsForChange.type,System.value,ThreatsDocumentation.value,UseTradeDocumentation.value,internal_taxon_id
Afrotropical,It occurs in the Kruger National Park and in several protected areas in KwaZulu-Natal.,"It is a species of the lowland coastal plain, inhabiting savannah, bush land and grassland. It lives in leaf axils during the dry season. It breeds in perennial and ephemeral standing pools and marshes, and in dense grass at the edges of shallow semi permanent pans.",Done,"It is very abundant at its breeding sites, and high-density choruses are common.",Unknown,"This species ranges from the Mhlatuze Valley in northern KwaZulu-Natal (South Africa) through Swaziland and eastern Mpumalanga (South Africa) to southern Mozambique. An apparently isolated population in extreme northeastern South Africa is probably connected though Mozambique. <span style="""">It occurs up to 300 m asl.</span>",10/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its relatively wide distribution, tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It is not believed to be seriously threatened, but some populations might be impacted by coastal development, including sugar cane farming, and the spread of eucalyptus (drying up seasonal pans). Chemical spraying to control mosquitoes might impact some populations.",,596
Afrotropical,"Obtaining accurate information on threats was given the highest priority on conservation research for this species. Determining the status of all sites and estimating population size also receive high research priorities. Research is still required to determine population sizes, life history and ecology (in particular dispersal potential), followed by appropriate&#160;monitoring of&#160;both population and habitat. In addition, land owner agreements need to be drawn up for protection and management of all sites for conservation management. This species occurs in the&#160;iSimangaliso&#160;Wetland Park, the&#160;Umlalazi Nature Reserve, and the Twinstreams-Mtunzini Natural Heritage Site.","It is a species of coastal mosaic bushland and grassland, breeding in stagnant, usually temporary to semi-permanent, water, rarely exceeding 50 cm in depth, surrounded by dense sedges. It is seldom found at the same breeding sites as the abundant <em>Hyperolius marmoratus</em>.",Done,"The spatial distribution of this species is considered to be severely fragmented as &gt;50% of individuals are in small and isolated patches and &gt;50% of subpopulations are considered non-viable.&#160;It is secretive and so is under-recorded, but appears to be a rare species.",Unknown,"This species is endemic to the coast of KwaZulu-Natal Province, South Africa, ranging from&#160;Warner Beach&#160;in the south to St Lucia village in the north. It is found within 20 km of the coast up to 380 m asl. Although the Extent of Occurrence is 2,303 km<sup>2</sup>, the Area of Occupancy has been calculated to be only 9km<sup>2</sup>.",08/02/2010,3.1,,TRUE,CR,"B2ab(ii,iii)",FALSE,FALSE,,"Listed as Critically Endangered in view of its small Area of Occupancy of 9 km<sup>2</sup>, with its distribution being severely fragmented, and a continuing decline in the quality of its habitat and Area of Occupancy.",,New Information|Knowledge of criteria,,,Nongenuine Change,Terrestrial|Freshwater (=Inland waters),"It is confined to a small area subject to urbanization, habitat fragmentation, afforestation, and drainage for agricultural and urban development. Some breeding sites are being polluted by DDT, which is used for controlling malarial mosquitoes. The spread of alien vegetation, in particular eucalyptus, is responsible for the drying out of some breeding sites.",There are no reports of this species being utilized.,10644
Afrotropical,"Priority for conservation work is given over to determination of dispersal and distribution together with&#160;categorising&#160;threats.&#160;The relationships between this and other species without toe discs needs study. This species would make a good candidate for monitoring. Areas in which it occurs require stakeholder agreements for sensitive management.&#160;It is found in the uKhahlamba-Drakensberg Park, which is at least well managed for biodiversity conservation.","It occurs in grassland, keeping to areas away from trees, and breeds in upland bogs, grassy wetlands and marshes, generally using semi-permanent water. Eggs are presumably laid in a nest on the ground near water.",Done,"This species is cryptic and not commonly encountered. It is considered to be severely fragmented as over 50% of individuals are in isolated patches, and the distances between subpopulations are considered to be too great for dispersal within one generation.",Unknown,"This species is endemic to south-eastern South Africa in the southern KwaZulu-Natal Province highlands, and marginally in Eastern Cape Province. It is not found on the steep slopes of the escarpment, but usually occurs between 1,000 and 1,830 m asl. Known from 11 localities, with an extent of occurrence (EOO) of 10,567 km<sup>2 </sup>and an area of occupancy (AOO) estimated at 0.5% of the EOO (50 km<sup>2</sup>). This AOO estimate is based on known breeding sites (14 sites, five occurring in a close cluster and the other nine occurring in relative isolation from each other, with &gt;40 km between them) adding up to 2.95 km<sup>2</sup> and the expectation that more will be discovered (see Armstrong 2001), as it is suspected that not all breeding sites are known. There is a continuing decline in AOO as the temporary wetlands it inhabits are being drained for agriculture and construction.",08/02/2010,3.1,,TRUE,EN,"B2ab(ii,iii,iv)",FALSE,FALSE,,"Listed as Endangered, in view of its very small area of occupancy (AOO) of 50 km<sup>2</sup>, severely fragmented nature of the subpopulations, and a continuing decline in the quality of its habitat and area of occupancy.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It has a small range, and lives in a habitat which is continually declining in quality due to threats of afforestation, inappropriate fire regimes, cattle in vleis trampling and eutrophication, overgrazing, as well as the spread of alien plants that lower the water table (leading to drying out of breeding sites).",,11700
Afrotropical,"It occurs in several state forests and nature reserves, including Hogsback Indigenous Forest, Katberg Forest, and Stutterheim Nature Reserve.","It inhabits the leaf-litter of montane forest and lives on the forest edge, being particularly associated with the grassland-forest ecotone, and with small patches of grass and wetland inside forest. However, it is not found outside forest. It makes a terrestrial nest, and lays 11-20 eggs, which develop directly, without a larval stage.",Done,It can be common in suitable places.,Decreasing,"This species is known only from the Amotola, Katberg and Keiskammahoek Mountains in the Eastern Cape Province of South Africa. There is a record from near Patensie, some 200km south-west of the main range, but it has not been found in this area since it was discovered in 1961. It occurs above 1,100m asl.",30/04/2004,3.1,,TRUE,EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",FALSE,FALSE,,"Listed as Endangered, in view of its extent of occurrence of less than 5,000 km2 and area of occupancy of less than 500 km2, with all individuals in fewer than five locations, and a continuing decline in the extent and quality of its habitat, area of occupancy, number of locations, and number of mature individuals.",,Knowledge of criteria|Criteria Revision,,,Nongenuine Change,Terrestrial,"The main threat is habitat loss due to human settlement, afforestation, invasive plants and fire. Pines are often planted right up to the natural forests, destroying the grassland-forest ecotone. Its remaining habitat is very restricted and patchy.",,1301
Afrotropical,"High priority should be given to resolution of the taxonomic status of disjunct populations. A further priority for research conservation action is to obtain accurate monitoring through calls of males for this species. As its name implies, it is a very small frog and this research will be challenging. Agulhas National Park is the only statutory protected area in which it occurs, although it is also present in various other local authority and private nature reserves. However, additional habitat protection is needed in view of the species’ fragmented distribution.","This species lives in sandy, coastal fynbos heathland, and it is not generally found in anthropogenic habitats. It is associated with seepage pools and seasonal vleis, and depends on black, acidic waters for breeding. Providing that the water remains of this quality, it can tolerate very limited habitat disturbance. When their wetland habitat dries up, they bury themselves and&#160;aestivate&#160;through the dry season. Eggs are attached to submerged vegetation, and larval development is slow.",Done,"It occurs at high densities at breeding sites, which are few and far between. The spatial distribution of this species is considered to be&#160;severely&#160;fragmented as over 50% of individuals are in isolated patches, and the distances between subpopulations are considered to be too great for dispersal within one generation.",Decreasing,"This species occurs only in the coastal lowlands (from 15 m up to 80 m asl) in the south-western part of Western Cape province, South Africa, where it formerly ranged from Cape Town east to the Agulhas Plain (with an extent of occurrence of 1,399 km²<sup></sup>). However, it is now extinct on the Cape Flats near Cape Town, except at one locality at Kenilworth Race Course. Its eastern distribution is much more fragmented than is shown on the map (four locations), since it occurs only in very isolated localities (area of occupancy 7.36 km²<sup></sup>, which is considered to be declining).",13/10/2010,3.1,,TRUE,CR,"B2ab(ii,iii)",FALSE,FALSE,,"Listed as Critically Endangered because its area of occupancy is 7 km², its distribution is severely fragmented, and there is a continuing decline in its area of occupancy, and in the extent and quality of its habitat.",Same category but change in criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It has a very restricted range in an area that is subject to the impacts of urbanization, agricultural expansion, the spread of alien vegetation (leading to drying out of breeding pools), and drainage of breeding habitats. Three of the four locations in which it occurs are under constant pressure from development.",<p>There are no reports of this species being utilized.</p>,13318
Afrotropical,"Identification of impact of threats and their management is seen as a key area of research for the conservation of this species. An invasive alien plant clearing plan for the site is a priority and is being developed by CapeNature and private land owners. This and other members of the genus require more information on life history, dispersal and population size to be followed by monitoring.",This species occupies indigenous fynbos heathland vegetation and can be found in dense restios stands in close proximity to seepages. The area it occupies is under threat from alien vegetation and too frequent fires and has an ongoing decline in quality. It is a direct developing species laying around 10 eggs like other members of the genus.,Done,<p>Extensive survey work has been conducted and the number of mature individuals is estimated to be around 1000.&#160;Fire and post-fire impacts on number of mature individuals are expected to cause large fluctuations in subpopulation sizes (as in other members of this genus) and species as a whole is threatened due to the single location.</p>,Decreasing,"This species is confined to a very small area (between 500 and 800 m asl) of the Klein Swartberg near Caledon, Western Cape Province, South Africa. Reduction of the very small AOO (0.9 km<sup>2</sup>) and EOO (2.3 km<sup>2</sup>) is ongoing.",02/12/2009,3.1,,TRUE,CR,"B1ab(i,ii,iii,v)c(iv)+2ab(i,ii,iii,v)c(iv)",FALSE,FALSE,,This species is classified as Critically Endangered in view of its very small extent of occurrence (2.3 km<sup>2</sup>)&#160;and area of&#160;occupancy (0.9 km<sup>2</sup>)&#160;and the ongoing threats of fire and invasive vegetation&#160;causing large population fluctuations&#160;to a very small population of adult individuals.,,,,,,Terrestrial,The main threats to this species are fires which cause extreme population fluctuations and have a synergistic effect on alien&#160;invasive&#160;plants which are degrading and drying seepages. Both threats are extensive and severe on the entire distribution of this species.<u><br/></u>,<p>There are no reports of this species being utilized.</p>,174664
Afrotropical,"Research priorities for this species include estimating dispersal capabilities, identification of management units and monitoring population size. The threat of hybridisation needs to be clarified, as&#160;<em>Xenopus laevis</em>&#160;now occurs throughout the range. Habitat management and restoration are needed. It occurs in Cape Peninsula National Park and Agulhas National Park, both of which are relatively well managed, although there is a need to control the spread of invasive plants within these areas.","It is found only in black, acid water in Cape fynbos heathland. It is a winter breeder (July to October). It aestivates if waterbodies dry up. It does not tolerate alteration of its habitat, and the larvae are very sensitive to changes in water quality.",Done,"<p>The spatial distribution of this species is not considered to be severely fragmented as one subpopulation/location holds &gt;50% of individuals, however the distances between subpopulations of around 100 km is considered to be too great for dispersal within one generation. It appears to be relatively abundant in some of the known localities.</p>",Unknown,"This species is endemic to extreme south-western South Africa, occurring on the Cape Peninsula and the south-western Cape coast. It is a low-altitude species occurring at 10-140 m asl; currently known populations occur within 10 km of the coast. Its extent of occurrence (EOO) is estimated to be 1,450 km<sup>2</sup>, is considered to be declining, and its area of occurrence is estimated to be 1% of the EOO.",02/03/2009,3.1,,TRUE,EN,"B1ab(i,iii)+2ab(i,iii)",FALSE,FALSE,,"Listed as Endangered in view of its declining extent of occurrence currently being 1,450 km<sup>2</sup>, and area of occupancy of 14.5 km<sup>2</sup>, with all individuals in four locations, and a continuing decline in the extent and quality of its habitat.",,Knowledge of criteria|Criteria Revision,,,Nongenuine Change,Terrestrial|Freshwater (=Inland waters),"The main threats are habitat loss due to urbanization, agricultural run-off, and the effects of spreading alien plants. It may be threatened by hybridization with <em>X. laevis</em>, and there have been concerns about how many populations of this species represent pure <em>X. gilli</em>. <em>X. laevis</em> does not favour the acid water that <em>X. gilli</em> requires.",There are no reports of this species being utilized.,23124
Afrotropical,"No research or conservation actions are currently&#160;prioritised&#160;for this species. However, it would be important to discover the influence of pollution from pesticides on this and other species in the genus. Population estimates are required in order to conduct monitoring, especially in areas of land transformation. It occurs in several protected areas, including Cape Peninsula National Park, Helderberg Nature Reserve, and Paarl Mountain Nature Reserve.","It is a burrowing frog of renosterveld fynbos heathland. It also occurs in disturbed habitats, such as pine plantations and gardens and there is ongoing decline in its habitat over much of its range. It breeds by development occurring directly in subterranean nests with up to 22 froglets recorded for this species (Minter <span style=""font-style: italic;"">et al. </span>2004), and is not associated with water.",Done,"<span style=""background-color: white;"">It can be relatively common in parts of its range. Its distribution is not considered to be severely fragmented (as less than half of the individuals can be found in isolated patches) and it is estimated to occur in over 10 locations.</span>",Unknown,"This species is endemic to the south-western Western Cape Province of South Africa, where it ranges from the central Cape Peninsula in the south, to west of Citrusdal in the north. There is a distribution gap in the Swartland. It ranges from sea level up to 1,000 m asl. Its Extent of Occurrence is 6,700 km<sup>2</sup>, with an Area of Occupancy estimated to be 10% of its Extent of Occurrence.",08/02/2010,3.1,,TRUE,NT,,FALSE,FALSE,,"Listed as Near Threatened because even though its distribution is not considered to be severely fragmented and it occurs in &gt;10 locations, it has a limited extent of occurrence and continuing decline in the extent and quality of its habitat.",,Knowledge of criteria,,,Nongenuine Change,Terrestrial,"Although it is somewhat adaptable, its habitat&#160;has been severely reduced and fragmented by&#160;agricultural expansion in much of its range and urban development in parts of its range. It is possibly impacted by the use of pesticides, and herbicides, and this might account for the apparent absence of the species from most renosterveld fragments in the Swartland, north of Cape Town.",<p>There are no reports of this species being utilized.</p>,3069
Afrotropical,It is not known from any protected areas. There is a need to establish conservation areas within the range of the species.,"It is a fossorial species that lives in sand dunes vegetated with low, succulent shrubs and other xerophytic vegetation in the fog belt. Breeding takes place by direct development, and it is not associated with water.",Done,It is a locally common species.,Decreasing,"This species occurs on the Namaqualand coast of South Africa, north to Lüderitz in coastal south-western Namibia. It ranges from close to the high-water mark to 10km from the coast.",30/04/2004,3.1,,TRUE,VU,"B2ab(ii,iii,iv,v)",FALSE,FALSE,,"Listed as Vulnerable because its Area of Occupancy of less than 2,000 km2, its distribution is severely fragmented, and there is a continuing decline in the extent and quality of its habitat, area of occupancy, number of locations, and number of mature individuals.",,,,,,Terrestrial,"The main threat to the species is loss of its habitat as a result of coastal opencast diamond mining. Development of roads, increasing pressure from human settlement, and changing land-use (e.g. increased grazing) pose additional threats.",,3070
Afrotropical,"The key research action required is to relocate this species and determine its phenology. There is a possibility that after 11 years without being seen, this species may be already extinct. Other priorities are to identify management units and assess perceived threats. If populations can be located,&#160;the population size should be determined and the site protected. If the specific requirements of this species can be determined, this may lead to restoration of appropriate habitat.","It lays strings of eggs in shallow temporary pools and seepages in high-altitude moist grasslands, and is absent from forests and plantations. Tadpoles are free living and metamorphose before leaving the aquatic environment.",Done,"About ten visits to suitable sites over 11 years (1998-2009) have not turned up any frogs of this species and it is possible that this species is already extinct. Prior to the disappearance, it was known to congregate in large numbers to breed.&#160;The spatial distribution of this species is considered to be severely fragmented based on historical data as no one site holds &gt;50% of individuals and the distances between subpopulations are considered to be too great for dispersal within one generation.",Decreasing,"This species is known only from the Winterberg and Amatola Mountains, between Katberg and Keiskammahoek, in Eastern Cape Province, South Africa, at 1,400-1,800 m asl.",08/02/2010,3.1,,TRUE,CR,A2a,TRUE,FALSE,before 1998,"Listed as Critically Endangered due to a past population decline inferred to be close to 100%, as despite&#160;targeted&#160;searches, this species has not been seen at all from 1998 to 2009.",,,,,Genuine Change,Terrestrial|Freshwater (=Inland waters),"The main threats are&#160;loss of grassland through&#160;afforestation affecting the majority of the distribution, overgrazing, and fires; over the last 20 years about 20% of its habitat has been lost to plantations. Overgrazing and frequent fires may be responsible for disappearance from remaining appropriate sites in the last 11 years.",<p>There are no reports of this species being utilized.</p>,3176
Afrotropical,"No research or conservation priorities are assigned to this species. Knowledge of the biology and ecology of the species, together with how these are affected by habitat changes and different land uses, and in particular agrochemicals, are needed to better evaluate its status.&#160;It is known to occur in three protected areas: J.N. Briers-Louw Provincial Nature Reserve (near Paarl), Elandsberg Private Nature Reserve (near Hermon) and the adjoining Voëlvlei Provincial Nature Reserve.","It lives in undulating low-lying areas with poorly drained loamy to clay soils, although it is known from some shallow sand habitats. The dominant vegetation in which it historically occurred was Renosterveld heath land, which can leach and acidify the surface water. However, its contemporary presence in disturbed agricultural land indicates that acidic water is not a prerequisite for this species. It breeds in vleis and depressions in flat low-lying areas.&#160;The eggs are laid in numerous small clusters (20-50) attached to submerged vegetation in temporary water, with up to 400 eggs from a single female. It can tolerate some disturbance, and survives in many regularly ploughed wheat fields, possibly due to its burrowing to depths below the reach of conventional ploughs (they aestivate in burrows during the dry season).",Done,Subpopulations are widely scattered and densities (as assessed by chorus intensity) can be high but do not normally reach historical levels. Most of the populations that were close to regions of heavy urbanization have been lost.,Decreasing,"This species is endemic to the Cape lowlands (below 280 m asl) west of the Cape Fold Mountains, in the Western Cape Province of South Africa. It occurs from the Cape Flats, through the wheat-growing region known as the Swartland, northwards for approximately 200 km to Graafwater, with two relictual populations occurring in the Olifants and Breede River valleys. Its extent of occurrence (19 500 km² with an area of occupancy of around 1%) appears to have contracted over the last few decades, in tandem with increased urbanization, and it is now extirpated from the urban areas and immediate surrounds of Cape Town. However, this process has slowed in recent years.",08/02/2010,3.1,,TRUE,NT,,FALSE,FALSE,,"Listed as Near Threatened because while it occurs in about fifteen different locations and its distribution is not considered to be severely fragmented, its extent of occurrence is less than 20,000 km², its area of occupancy is probably less than 2,000 km² and the quality of its habitat in the southwestern Cape is declining.",,Knowledge of criteria|Incorrect data used previously,,,Nongenuine Change,Terrestrial|Freshwater (=Inland waters),"This species occurs in a habitat that is in high demand for urbanization and agriculture, and over 90% of its former habitat has been transformed by agriculture or urbanization. These same areas are under pressure from alien invasive plants which threaten to dry the breeding habitats. The long-term viability of populations living in disturbed agricultural fields, which contain high levels of agro-chemicals, is uncertain.",<p>There are no reports of this species being utilized.</p>,3441
Afrotropical,It is not known from any protected areas.,"There is no information on the habitat and ecology of this species, the only specimen of which was found in a beer bottle at a plant nursery.",Done,"It is known only from a single female specimen collected in 1954, and numerous subsequent searches by various herpetologists have failed to find this form again. If it ever existed, it will probably have to be considered extinct.",Unknown,"Assuming that this is a valid species, it is known only from the type locality,Town Bush Valley, in Pietermaritzburg in KwaZulu-Natal Province, South Africa.",30/04/2004,3.1,,TRUE,DD,,FALSE,FALSE,,Listed as Data Deficient in view of continuing doubts as to its taxonomic validity.,,,,,,Terrestrial|Freshwater (=Inland waters),There is no information on threats to this species.,,3442
Afrotropical,"Taxonomy, understanding ecology, threats and population size and trends are all high priority areas for research in conserving this species. Known sites need active management to reduce influence by alien vegetation.&#160;Much of the range of this species is within protected areas.","It is a species of mountain fynbos heathland, and does not survive in altered habitats. Adults congregate to breed in temporary pools, where they lay around 100 eggs in long strings of amber jelly.",Done,"It is locally common at breeding sites, and large breeding aggregations can sometimes be found. However, it is absent from some apparently suitable sites and can no longer be found at some historically recorded sites on the Cape peninsula.",Unknown,"This species occurs only in south-western South Africa, where it is restricted to the mountains south-west of the Breede River, including the Cape Peninsula (an Extent of&#160;Occurrence&#160;of 6,526 km<sup>2</sup> with and Area of Occupancy estimated to be 2% of its Extent of Occurrence). Its&#160;altitudinal&#160;range is 60 to 1,600 m asl, with more than 80% of localities being above 400 m asl.",08/02/2010,3.1,,TRUE,VU,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",FALSE,FALSE,,"Listed as Vulnerable in view of its Extent of Occurrence of 6,526 km<sup>2</sup> and Area of Occupancy of 130 km<sup>2</sup>, with all individuals in eight locations, and a continuing decline in the Area of Occupancy, quality of its habitat and the number of subpopulations.",Same category but change in criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The main threat to this species is the loss of its fynbos habitat, mainly because of the spread of alien vegetation and frequent burning. No explanation or threat has been deduced for historical populations now missing from the Cape Peninsula.",<p>There are no reports of this species being utilized.</p>,3776
Afrotropical,"This species would benefit from monitoring of subpopulations with particular reference to the spread and effect of chytrid. Base line data on life-history, ecology, population trends and threats are all required before monitoring can begin. It occurs in the&#160;<st1:place w:st=""on""><st1:placename w:st=""on"">uKhahlamba-Drakensberg</st1:placename> <st1:placetype w:st=""on"">Park.</st1:placetype></st1:place>","It is a water-dependent species in montane grassland. It is found only in pristine habitats, and it is not present in agricultural areas. It is not known to move over land. It breeds in cold clear streams with associated pools with rocky substrates.",Done,"Concerns have been raised over recorded pathogen-related mortalities&#160;(Smith <em>et al</em>. 2007), although the effect on populations is as yet unknown.&#160;It is locally abundant in its restricted range.",Unknown,"<p>This species is endemic to the cold and wet north-eastern Drakensberg, restricted mainly to the South African side (Kwa-Zulu Natal and the <st1:state w:st=""on""><st1:place w:st=""on"">Free State</st1:place></st1:state>), at altitudes between 1,800 and 3,200 m. It is commonly found in streams and rivers flowing eastward into <st1:country-region w:st=""on"">South Africa</st1:country-region> rather than those flowing west into <st1:country-region w:st=""on""><st1:place w:st=""on"">Lesotho</st1:place></st1:country-region>.&#160;Although some subpopulations are noted to have declined, no reduction in Extent of Occurrence of 4,000 km<sup>2</sup>&#160;has yet been noted.</p>",08/02/2010,3.1,,TRUE,NT,,FALSE,FALSE,,"This species has been assessed as Near Threatened as the recent change in its taxonomic status means that it is not as widespread as previously thought (Tarrant <span style=""font-style: italic;"">et al.</span> 2008), and threats do not appear to be as severe. However, it may be vulnerable to invasive predatory fish, overgrazing with subsequent siltation and, several die-offs associated with the chytrid fungus have already been observed. As this is a high-altitude species dependent on pristine habitat, it may also be vulnerable to small changes in climate.",,New Information|Taxonomy,,,Nongenuine Change,Freshwater (=Inland waters),"It is not significantly threatened because of the remoteness of its habitat.&#160;Local populations may be affected by overgrazing by livestock (causing erosion and subsequent siltation) and dams on rivers. An additional observed risk is the threat of predation and competition posed by the introduction of trout and other alien fish for recreational fishing into the main rivers of Lesotho (Swartz 2005). There&#160;are several undocumented&#160;chytrid related die-off events recorded for this species at several sites (du Preez & Weldon pers. comm.&#160;December 2009), and chytrid infection rate is&#160;up to 38.6%&#160;in tadpoles&#160;(Smith <em>et al</em>. 2007), although these subpopulations at these same sites still appear healthy&#160;(du Preez & Weldon pers. comm. December 2009).",There are no reports of this species being utilized.,54359
Afrotropical,"Research is needed to determine population trends and the importance of perceived threats. A Biodiversity Management Plan (under NEMBA) is required to underpin Memoranda of Understanding between multiple stakeholders. Monitoring is required at known breeding sites to determine their efficacy,&#160;especially&#160;in the eastern range. There is great potential to significantly improve the status of this species through conservation planning and control of threats posed by alien species (including fish, Guttural toads and plants). It occurs on the western fringe of Agulhas National Park, Table Mountain National Park as well as in various City of Cape Town reserves. However, much of its remaining habitat&#160; is made up of urban gardens, is unprotected, and requires significant public education to make any conservation measure a success.","It breeds in large wetlands, vleis, dams, and sluggish water in lowland fynbos heathland, as well as in altered habitats with permanent waterbodies, and occasionally temporary waterbodies that retain water well into summer, and has a preference for deep water, with floating plants. Females have been reported to lay nearly 25,000 eggs. It forages in fynbos heathland, farmland, suburban gardens, and urban open areas, although always in close proximity to freshwater habitats. There is an ongoing decline in the quantity and quality of suitable habitat for both foraging and breeding.",Done,"It is locally common and easily seen during breeding in August. Within the last 20 years it has undergone drastic declines from urban areas where it was once abundant, although no quantitative data are available. Collection of quantitative data is ongoing with which it is hoped to provide population data in the future.&#160;The spatial distribution of this species is considered to be severely fragmented as more than half of the occupied habitat area is in small and isolated patches and &gt;50% of subpopulations are considered non-viable.",Unknown,"This species is known only from a very small area (Extent of Occurrence 1,750 km<sup>2</sup>) of the Western Cape Province in South Africa, ranging from the Cape Peninsula eastward to the westernmost part of Agulhas National Park. Its Area of Occupancy (440 km<sup>2</sup>) is continually being reduced by ongoing development and habitat change within the City of Cape Town and Overstrand. It is only known to breed at low elevations, within 25 km of the sea, but adults have been found ranging in the mountains up to 500 m asl. Subpopulations from the City of Cape Town have been shown to be genetically distinct from those in the eastern area of this species' distribution and their disjunction is not believed to have been caused by anthropogenic effects.&#160;Subpopulations in Kleinmond, Betty's Bay and Pringle Bay are now thought to be extinct.",08/02/2010,3.1,,TRUE,EN,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",FALSE,FALSE,,"Listed as Endangered in view of its Extent of Occurrence being 1,750 km<sup>2</sup> and with an Area of Occupancy of 440 km<sup>2</sup>, with a severely fragmented distribution, and a continuing decline in the extent and quality of its habitat and Area of Occupancy.",Same category but change in criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"Although it is tolerant of habitat alteration, it is being negatively impacted by increased urbanization and agricultural expansion in its entire range. Road kills,&#160;urban design,&#160;alien vegetation and introduced fish are all thought to be important factors. A recent introduction and rapid expansion of <em>Amietophrynus gutturalis</em> into the City of Cape Town poses threats of competition and possible hybridisation.",<p>There are no reports of this species being utilized.</p>,54723
Afrotropical,"The highest priority for conservation research of this species is to assess its ability to disperse. Understanding the impact of perceived threats and population size and trends is also required. This species occurs in the iSimangaliso Wetlands Park, the Hluhluwe-Imfolozi Game Reserve, and other protected areas.","It inhabits grassland and savannah. It breeds in seasonal pans, swampy areas, and in pools near rivers. It nests in burrows in wet soil by temporary water, and tadpoles move to water to develop.",Done,<p>Breeding congregations of this species appear to be relatively small and widely dispersed. This species is considered to be severely fragmented as no subpopulation has &gt;50% of individuals and &gt;50% of subpopulations are considered non-viable.</p>,Unknown,"This species, which is known only from South Africa, occurs in southern Mpumalanga, and central and eastern KwaZulu-Natal, south to Durban on the coast (Extent of Occurrence of 51,000 km<sup>2</sup> and Area of Occupancy conservatively estimated to be 1%). The northernmost coastal record is from Hluhluwe. It ranges from sea level up to over 1,000 m on the summit of the Lebombo Mountains. It has not been recorded from Swaziland, but it presumably occurs in this country.",08/02/2010,3.1,,TRUE,VU,"B2ab(ii,iii,iv)",FALSE,FALSE,,"Listed as Vulnerable because its Area of Occupancy is estimated to be 510 km<sup>2</sup>, its distribution is severely fragmented, and there is continuing decline in its Area of Occupancy and the extent and quality of its habitat. The estimate of the&#160;Area of Occupancy provided is conservative in nature; if additional surveys&#160;suggest it is more circumscribed then a higher threat category should be&#160;considered.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The main threats include: habitat loss due to afforestation, sugar cane cultivation, and urbanization and invasive alien plants lowering the water table.","<p><span lang=""EN-US"">There are no reports of this species being utilized.</p>",55280
